Airline,Date_of_Journey,Source,Destination,Route,Additional_Info,Price,Duration_in_mins,Month_of_Journey,Dep_Time_in_htclass,Day_of_Journey,Totalno_Stops
IndiGo,01/05/2019,Delhi,Cochin,DEL ? LKO ? COK,No Info,6349,345,January,night,Saturday,1
Air Asia,01/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,4409,155,January,late morning,Saturday,0
Jet Airways,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,17024,1530,June,evening,Monday,1
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13727,835,May,early morning,Saturday,1
IndiGo,15/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,8855,175,March,evening,Friday,0
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,12524,615,June,late morning,Monday,1
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,13555,520,March,late morning,Monday,1
Jet Airways,06/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,330,June,early morning,Thursday,1
Multiple carriers,09/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13587,720,September,late morning,Friday,1
SpiceJet,12/06/2019,Chennai,Kolkata,MAA ? CCU,No check-in baggage included,3543,135,December,late morning,Friday,0
Vistara,18/03/2019,Chennai,Kolkata,MAA ? CCU,No Info,4842,135,March,early morning,Monday,0
IndiGo,24/04/2019,Banglore,Delhi,BLR ? DEL,No Info,3943,170,April,night,Wednesday,0
Jet Airways,09/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10577,550,September,night,Friday,1
IndiGo,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6979,625,May,late morning,Wednesday,1
Vistara,27/06/2019,Chennai,Kolkata,MAA ? CCU,No Info,11982,140,June,evening,Thursday,0
SpiceJet,06/06/2019,Delhi,Cochin,DEL ? PNQ ? COK,No Info,5264,270,June,late morning,Thursday,1
Vistara,03/03/2019,Delhi,Cochin,DEL ? COK,No Info,8001,190,March,early morning,Sunday,0
Air India,01/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,No Info,10651,1410,January,night,Sunday,2
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1640,May,evening,Friday,1
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,6601,755,March,late morning,Wednesday,1
Air India,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6587,1455,March,night,Thursday,1
SpiceJet,21/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,3173,80,March,noon,Thursday,0
Air India,09/05/2019,Banglore,Delhi,BLR ? DEL,No Info,5228,165,September,late morning,Thursday,0
Jet Airways,21/06/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,5769,180,June,early morning,Friday,0
Jet Airways,06/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14714,660,June,late morning,Thursday,1
Jet Airways,03/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,No Info,13014,810,March,early morning,Wednesday,2
IndiGo,03/06/2019,Banglore,Delhi,BLR ? DEL,No Info,3359,170,March,night,Wednesday,0
GoAir,03/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,6722,175,March,night,Sunday,0
IndiGo,18/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,4462,165,March,late morning,Monday,0
IndiGo,09/03/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,6171,675,September,early morning,Tuesday,1
Air India,21/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,No Info,12303,875,May,early morning,Tuesday,2
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7695,835,March,late morning,Thursday,1
IndiGo,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,5684,845,June,late morning,Monday,1
Air India,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,8366,905,December,evening,Friday,1
Air India,01/03/2019,Chennai,Kolkata,MAA ? CCU,No Info,19630,135,January,late morning,Thursday,0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,In-flight meal not included,13502,900,June,afternoon,Monday,1
Jet Airways,01/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14781,775,January,night,Saturday,1
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,6513,540,December,early morning,Friday,1
Air India,01/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,9929,735,January,early morning,Sunday,1
Multiple carriers,06/06/2019,Delhi,Cochin,DEL ? IXU ? BOM ? COK,No Info,18275,460,June,evening,Thursday,2
Air India,09/04/2019,Delhi,Cochin,DEL ? MAA ? COK,No Info,4487,1640,September,early morning,Wednesday,1
IndiGo,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2754,85,March,night,Friday,0
Air India,27/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2575,80,March,early morning,Wednesday,0
SpiceJet,12/06/2019,Kolkata,Banglore,CCU ? IXB ? BLR,No Info,8224,330,December,afternoon,Friday,1
Air India,09/03/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,8991,705,September,night,Tuesday,1
IndiGo,24/06/2019,Delhi,Cochin,DEL ? COK,No Info,5000,195,June,early morning,Monday,0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,8529,1495,December,evening,Friday,1
Air India,03/03/2019,Delhi,Cochin,DEL ? MAA ? COK,No Info,14042,1640,March,early morning,Sunday,1
Jet Airways,24/05/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,4030,175,May,late morning,Friday,0
Jet Airways,06/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1025,June,evening,Thursday,1
IndiGo,06/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,160,June,night,Wednesday,0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,7308,480,May,evening,Monday,1
IndiGo,12/05/2019,Banglore,Delhi,BLR ? DEL,No Info,4823,180,December,evening,Thursday,0
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1655,June,late morning,Monday,1
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,12898,450,May,night,Monday,1
Air India,12/03/2019,Banglore,New Delhi,BLR ? BOM ? JDH ? DEL,No Info,12778,1375,December,evening,Tuesday,2
IndiGo,03/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14871,515,March,early morning,Sunday,1
Air India,21/03/2019,Delhi,Cochin,DEL ? UDR ? BOM ? COK,No Info,8708,1795,March,noon,Thursday,2
Jet Airways,06/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1335,June,night,Thursday,1
SpiceJet,06/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,4129,80,June,early morning,Monday,0
IndiGo,18/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,160,May,night,Saturday,0
Jet Airways,06/05/2019,Banglore,Delhi,BLR ? DEL,No Info,7229,180,June,late morning,Wednesday,0
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,In-flight meal not included,7832,730,March,early morning,Thursday,1
SpiceJet,18/03/2019,Chennai,Kolkata,MAA ? CCU,No Info,3859,155,March,late morning,Monday,0
Multiple carriers,06/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,9001,705,June,early morning,Thursday,1
Vistara,09/05/2019,Banglore,Delhi,BLR ? DEL,No Info,4878,155,September,evening,Thursday,0
IndiGo,03/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2754,90,March,midnight,Tuesday,0
Vistara,27/06/2019,Banglore,Delhi,BLR ? DEL,No Info,4668,160,June,early morning,Thursday,0
Air Asia,12/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,5216,155,December,late morning,Thursday,0
Jet Airways,06/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,In-flight meal not included,10368,1375,June,early morning,Thursday,2
IndiGo,09/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,No Info,8146,880,September,early morning,Tuesday,2
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,12242,925,March,noon,Wednesday,1
Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,In-flight meal not included,9134,435,March,late morning,Friday,1
Air India,06/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,No Info,10939,1210,June,noon,Thursday,2
Air India,06/06/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,No Info,11753,1245,June,late morning,Thursday,2
SpiceJet,24/04/2019,Kolkata,Banglore,CCU ? BLR,No Info,4174,150,April,evening,Wednesday,0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1430,May,night,Tuesday,1
Jet Airways,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14714,1620,March,evening,Wednesday,1
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,9899,330,December,early morning,Friday,1
IndiGo,03/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14871,710,March,late morning,Sunday,1
IndiGo,06/03/2019,Chennai,Kolkata,MAA ? CCU,No Info,7295,135,June,noon,Monday,0
Air India,06/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,No Info,13465,1470,June,evening,Thursday,2
SpiceJet,21/05/2019,Chennai,Kolkata,MAA ? CCU,No check-in baggage included,3543,140,May,evening,Tuesday,0
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7198,390,June,night,Thursday,1
Jet Airways,01/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1225,January,late morning,Sunday,1
IndiGo,15/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,4148,155,March,afternoon,Friday,0
Jet Airways,27/06/2019,Banglore,Delhi,BLR ? DEL,No Info,8016,175,June,afternoon,Thursday,0
Jet Airways,09/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,335,September,night,Friday,1
SpiceJet,15/06/2019,Kolkata,Banglore,CCU ? BLR,No check-in baggage included,3841,150,June,afternoon,Saturday,0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? MAA ? DEL,No Info,11507,885,December,late morning,Tuesday,1
Jet Airways,01/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14781,740,January,late morning,Saturday,1
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,16079,1530,May,evening,Monday,1
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,12898,335,May,night,Monday,1
Multiple carriers,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,15353,705,June,early morning,Monday,1
IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,7303,175,March,evening,Sunday,0
SpiceJet,24/03/2019,Kolkata,Banglore,CCU ? MAA ? BLR,No Info,6197,340,March,afternoon,Sunday,1
Air India,09/06/2019,Kolkata,Banglore,CCU ? BBI ? BLR,No Info,8996,245,September,late morning,Friday,1
IndiGo,21/03/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,6528,480,March,afternoon,Thursday,1
GoAir,09/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4239,165,September,night,Wednesday,0
IndiGo,12/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,4148,160,December,night,Tuesday,0
SpiceJet,24/05/2019,Banglore,Delhi,BLR ? DEL,No Info,3971,175,May,night,Friday,0
Air Asia,06/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,5192,955,June,early morning,Wednesday,1
Jet Airways,09/04/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,No Info,9483,1390,September,noon,Wednesday,2
Jet Airways,03/06/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,No Info,18804,440,March,late morning,Wednesday,2
Air India,18/06/2019,Delhi,Cochin,DEL ? COK,No Info,5201,170,June,early morning,Tuesday,0
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,16079,450,May,late morning,Monday,1
Jet Airways,15/06/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,7229,180,June,night,Saturday,0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6795,465,May,evening,Monday,1
Jet Airways,09/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,10953,1520,September,late morning,Thursday,1
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,No Info,15965,625,June,afternoon,Monday,2
Air India,09/04/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,No Info,9968,1820,September,noon,Wednesday,2
IndiGo,06/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,155,June,night,Thursday,0
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,16079,540,May,late morning,Monday,1
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,In-flight meal not included,11507,910,December,night,Friday,2
Air India,09/06/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,No Info,11542,1700,September,late morning,Friday,2
Jet Airways,24/04/2019,Banglore,Delhi,BLR ? DEL,No Info,7229,180,April,evening,Wednesday,0
Jet Airways,27/04/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,4544,165,April,early morning,Saturday,0
IndiGo,15/05/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,6496,295,May,early morning,Wednesday,1
IndiGo,15/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,160,June,night,Saturday,0
Air India,01/03/2019,Banglore,New Delhi,BLR ? CCU ? DEL,No Info,13439,1330,January,late morning,Thursday,1
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,6540,610,March,evening,Wednesday,1
IndiGo,01/06/2019,Banglore,Delhi,BLR ? DEL,No Info,4591,170,January,night,Sunday,0
IndiGo,18/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,No Info,4437,260,March,evening,Monday,1
Air Asia,21/03/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,6151,660,March,night,Thursday,1
Jet Airways,21/06/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,7754,180,June,evening,Friday,0
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1355,June,afternoon,Monday,1
Jet Airways,09/06/2019,Banglore,Delhi,BLR ? DEL,No Info,8016,185,September,evening,Friday,0
SpiceJet,24/03/2019,Kolkata,Banglore,CCU ? BLR,No check-in baggage included,4781,160,March,early morning,Sunday,0
Vistara,27/06/2019,Banglore,Delhi,BLR ? DEL,No Info,4668,170,June,late morning,Thursday,0
Air India,06/03/2019,Banglore,New Delhi,BLR ? MAA ? DEL,No Info,14594,1265,June,late morning,Monday,1
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14231,710,March,evening,Sunday,1
Air India,15/05/2019,Delhi,Cochin,DEL ? TRV ? COK,No Info,8425,1535,May,early morning,Wednesday,1
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,9646,925,December,early morning,Friday,1
IndiGo,03/03/2019,Chennai,Kolkata,MAA ? CCU,No Info,7295,145,March,afternoon,Sunday,0
Air Asia,09/04/2019,Kolkata,Banglore,CCU ? BBI ? BLR,No Info,5162,220,September,early morning,Wednesday,1
IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,6860,175,September,evening,Tuesday,0
Vistara,15/04/2019,Delhi,Cochin,DEL ? COK,No Info,6216,190,April,early morning,Monday,0
Air Asia,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,5192,710,May,early morning,Friday,1
IndiGo,09/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4823,170,September,night,Wednesday,0
SpiceJet,03/04/2019,Banglore,Delhi,BLR ? DEL,No check-in baggage included,3919,170,March,late morning,Monday,0
IndiGo,03/06/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2754,90,March,night,Wednesday,0
Multiple carriers,09/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,9315,690,September,early morning,Thursday,1
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,11667,530,March,late morning,Wednesday,1
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,6224,1215,December,late morning,Friday,1
Air India,24/03/2019,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,No Info,13349,1210,March,late morning,Sunday,2
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,In-flight meal not included,11087,965,March,evening,Monday,1
Multiple carriers,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,15603,755,June,noon,Monday,1
Jet Airways,09/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,No Info,15129,1025,September,night,Thursday,2
IndiGo,09/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4823,180,September,evening,Wednesday,0
Vistara,01/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,8452,930,January,early morning,Saturday,1
Multiple carriers,06/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,12524,690,June,early morning,Thursday,1
SpiceJet,27/03/2019,Chennai,Kolkata,MAA ? CCU,No Info,3384,140,March,evening,Wednesday,0
Jet Airways,01/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1425,January,night,Sunday,1
SpiceJet,18/06/2019,Mumbai,Hyderabad,BOM ? HYD,No check-in baggage included,1965,90,June,noon,Tuesday,0
IndiGo,18/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,155,May,night,Saturday,0
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,16079,1485,May,evening,Monday,1
Jet Airways,01/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,No Info,13292,1295,January,night,Sunday,2
Air Asia,09/05/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,6751,330,September,early morning,Thursday,1
Air India,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,8669,735,May,early morning,Wednesday,1
IndiGo,03/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14871,485,March,evening,Sunday,1
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,12898,300,May,afternoon,Tuesday,1
SpiceJet,06/06/2019,Banglore,Delhi,BLR ? DEL,No check-in baggage included,3919,170,June,late morning,Thursday,0
Multiple carriers,01/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,36983,385,January,noon,Thursday,1
IndiGo,03/06/2019,Chennai,Kolkata,MAA ? CCU,No Info,3597,140,March,night,Wednesday,0
Air India,09/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,10741,165,September,evening,Tuesday,0
Air India,06/06/2019,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,No Info,11432,765,June,evening,Thursday,2
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,In-flight meal not included,11087,950,December,evening,Tuesday,1
Jet Airways,03/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,No Info,13292,1620,March,late morning,Wednesday,2
Air India,15/06/2019,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,No Info,10493,1585,June,early morning,Saturday,3
GoAir,09/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,7631,175,September,early morning,Tuesday,0
Air India,06/06/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,No Info,13381,1490,June,early morning,Thursday,2
Jet Airways,06/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,13731,520,June,night,Thursday,1
Air India,21/05/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,No Info,11911,1545,May,early morning,Tuesday,2
IndiGo,18/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4591,170,April,night,Thursday,0
Multiple carriers,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14848,375,March,noon,Wednesday,1
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,8266,630,December,late morning,Friday,1
Air India,18/05/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,No Info,12392,1560,May,evening,Saturday,2
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,13044,1025,December,evening,Friday,1
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,12898,1280,May,early morning,Tuesday,1
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,12242,335,March,night,Thursday,1
IndiGo,18/05/2019,Banglore,Delhi,BLR ? DEL,No Info,3943,170,May,late morning,Saturday,0
Vistara,24/03/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,11105,1550,March,night,Sunday,1
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14388,730,December,night,Thursday,1
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,No Info,13014,1025,May,night,Saturday,2
Multiple carriers,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,15411,510,June,late morning,Monday,1
Jet Airways,09/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,16289,1385,September,night,Tuesday,1
IndiGo,15/05/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,6442,560,May,early morning,Wednesday,1
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,475,May,late morning,Saturday,1
Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,5678,90,May,late morning,Saturday,0
IndiGo,12/04/2019,Banglore,Delhi,BLR ? DEL,No Info,6906,170,December,night,Wednesday,0
SpiceJet,21/05/2019,Chennai,Kolkata,MAA ? CCU,No check-in baggage included,3543,135,May,late morning,Tuesday,0
Jet Airways,06/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14714,600,June,late morning,Thursday,1
Vistara,03/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,11793,155,March,evening,Sunday,0
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14323,465,May,late morning,Wednesday,1
SpiceJet,09/04/2019,Banglore,Delhi,BLR ? DEL,No Info,3971,175,September,night,Wednesday,0
Vistara,06/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,8452,1580,June,night,Wednesday,1
Vistara,12/04/2019,Banglore,Delhi,BLR ? DEL,No Info,5403,160,December,early morning,Wednesday,0
Multiple carriers,09/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13727,660,September,late morning,Thursday,1
Air India,01/04/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,No Info,12639,1165,January,late morning,Friday,2
Jet Airways,18/04/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,5198,175,April,afternoon,Thursday,0
Vistara,01/06/2019,Banglore,Delhi,BLR ? DEL,No Info,4878,165,January,night,Sunday,0
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,12373,1395,May,night,Saturday,1
Multiple carriers,03/03/2019,Delhi,Cochin,DEL ? HYD ? COK,In-flight meal not included,8552,540,March,early morning,Sunday,1
Vistara,21/04/2019,Delhi,Cochin,DEL ? COK,No Info,6741,190,April,afternoon,Sunday,0
Multiple carriers,09/04/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6481,385,September,noon,Wednesday,1
Multiple carriers,06/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7354,520,June,late morning,Thursday,1
Air India,21/04/2019,Banglore,Delhi,BLR ? DEL,No Info,5228,170,April,night,Sunday,0
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,740,December,late morning,Thursday,1
IndiGo,18/05/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,6347,320,May,early morning,Saturday,1
Air India,15/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,No Info,5013,240,March,late morning,Friday,1
